function_id,distracting_function,rust_target_code,target_name,input
13,"def make_hiring_decision(technical_score, experience_years, education_level, interview_scores, references, salary_expectation, budget):
    education_points = {
        ""phd"": 5, ""masters"": 4, ""bachelors"": 3, ""associates"": 2, ""high_school"": 1, ""other"": 1
    }
    
    edu_score = education_points.get(education_level, 1)
    avg_interview = sum(interview_scores) / len(interview_scores) if interview_scores else 0
    interview_consistent = max(interview_scores) - min(interview_scores) <= 2 if interview_scores else False
    
    reference_count = len(references)
    positive_references = sum(1 for ref in references if ref >= 4)
    reference_ratio = positive_references / reference_count if reference_count > 0 else 0
    within_budget = salary_expectation <= budget
    
    <sensitivity placeholder>
    if sensitivity_score < <th placeholder>:
        basic_qualified = technical_score >= 70 and experience_years >= 2 and avg_interview >= 3
        return basic_qualified and within_budget
    else:
        total_score = 0
        total_score += min(technical_score / 10, 10)
        total_score += min(experience_years, 10)
        total_score += edu_score
        total_score += avg_interview * 2
        total_score += reference_ratio * 5
        
        if interview_consistent: total_score += 2
        if reference_count >= 3: total_score += 1
        if salary_expectation < budget * 0.9: total_score += 2
        
        return total_score >= 35 and within_budget","pub fn make_hiring_decision(
    technical_score: i32,
    experience_years: i32,
    education_level: &str,
    interview_scores: &[i32],
    references: &[i32],
    salary_expectation: i32,
    budget: i32,
) -> bool {
    let education_points: HashMap<&str, i32> = [
        (""phd"", 5), (""masters"", 4), (""bachelors"", 3), (""associates"", 2), (""high_school"", 1), (""other"", 1)
    ].iter().cloned().collect();
    let edu_score = *education_points.get(education_level).unwrap_or(&1);

    let avg_interview = if !interview_scores.is_empty() {
        interview_scores.iter().map(|&x| x as f64).sum::<f64>() / interview_scores.len() as f64
    } else {
        0.0
    };
    let interview_consistent = if !interview_scores.is_empty() {
        (*interview_scores.iter().max().unwrap() - *interview_scores.iter().min().unwrap()) <= 2
    } else {
        false
    };

    let reference_count = references.len();
    let positive_references = references.iter().filter(|&&ref_score| ref_score >= 4).count();
    let reference_ratio = if reference_count > 0 { positive_references as f64 / reference_count as f64 } else { 0.0 };
    let within_budget = salary_expectation <= budget;

    <sensitivity placeholder>
    if sensitivity_score < <th placeholder> {
        let basic_qualified = technical_score >= 70 && experience_years >= 2 && avg_interview >= 3.0;
        basic_qualified && within_budget
    } else {
        let mut total_score = 0.0;
        total_score += (technical_score as f64 / 10.0).min(10.0);
        total_score += (experience_years as f64).min(10.0);
        total_score += edu_score as f64;
        total_score += avg_interview * 2.0;
        total_score += reference_ratio * 5.0;
        if interview_consistent { total_score += 2.0; }
        if reference_count >= 3 { total_score += 1.0; }
        if (salary_expectation as f64) < (budget as f64 * 0.9) { total_score += 2.0; }

        total_score >= 35.0 && within_budget
    }
}",make_hiring_decision,"    let interview_scores = [4, 4, 3, 4];         // Use i32, not f64
    let references = [4, 5, 4];
    let r11 = targets::make_hiring_decision(75, 3, ""bachelors"", &interview_scores, &references, 65000, 70000);"
14,"def rate_service_performance(response_times, resolution_rates, customer_satisfaction, escalation_count):
    avg_response = sum(response_times) / len(response_times) if response_times else float('inf')
    avg_resolution = sum(resolution_rates) / len(resolution_rates) if resolution_rates else 0
    avg_satisfaction = sum(customer_satisfaction) / len(customer_satisfaction) if customer_satisfaction else 0
    
    fast_response = avg_response <= 2
    high_resolution = avg_resolution >= 85
    satisfied_customers = avg_satisfaction >= 4.0
    low_escalations = escalation_count <= 5
    
    <sensitivity placeholder>
    if sensitivity_score < <th placeholder>:
        score = sum([fast_response, high_resolution, satisfied_customers])
        return 1 if score >= 2 else 2 if score >= 1 else 3
    else:
        weighted_score = (fast_response * 3) + (high_resolution * 2) + (satisfied_customers * 3) + (low_escalations * 2)
        return 1 if weighted_score >= 8 else 2 if weighted_score >= 5 else 3","fn sum_bools(vals: &[bool]) -> i32 {
    vals.iter().map(|&b| if b { 1 } else { 0 }).sum()
}

/// rate_service_performance
pub fn rate_service_performance(
    response_times: &[f64],
    resolution_rates: &[f64],
    customer_satisfaction: &[f64],
    escalation_count: i32,
) -> i32 {
    let avg_response = if !response_times.is_empty() {
        response_times.iter().sum::<f64>() / response_times.len() as f64
    } else {
        f64::INFINITY
    };
    let avg_resolution = if !resolution_rates.is_empty() {
        resolution_rates.iter().sum::<f64>() / resolution_rates.len() as f64
    } else {
        0.0
    };
    let avg_satisfaction = if !customer_satisfaction.is_empty() {
        customer_satisfaction.iter().sum::<f64>() / customer_satisfaction.len() as f64
    } else {
        0.0
    };

    let fast_response = avg_response <= 2.0;
    let high_resolution = avg_resolution >= 85.0;
    let satisfied_customers = avg_satisfaction >= 4.0;
    let low_escalations = escalation_count <= 5;

    <sensitivity placeholder>
    if sensitivity_score < <th placeholder> {
        let score = sum_bools(&[fast_response, high_resolution, satisfied_customers]);
        if score >= 2 { 1 } else if score >= 1 { 2 } else { 3 }
    } else {
        let weighted_score = (fast_response as i32) * 3
            + (high_resolution as i32) * 2
            + (satisfied_customers as i32) * 3
            + (low_escalations as i32) * 2;
        if weighted_score >= 8 { 1 } else if weighted_score >= 5 { 2 } else { 3 }
    }
}",rate_service_performance,"    let response_times = [2.1, 2.2, 2.1, 2.0];
    let resolution_rates = [88.0, 92.0, 85.0, 90.0];
    let customer_satisfaction = [4.2, 4.0, 4.5, 3.8];
    let r12 = targets::rate_service_performance(&response_times, &resolution_rates, &customer_satisfaction, 8);"
15,"def check_multi_permission(user_id, action, resource, ip_address, session_age, mfa_enabled):
    user_privileges = {
        1: [""read"", ""write""],
        2: [""read"", ""write"", ""delete""],
        3: [""read"", ""write"", ""delete"", ""admin""],
        4: [""read"", ""write"", ""delete"", ""admin"", ""super""]
    }
    
    user_perms = user_privileges.get(user_id, [""read""])
    internal_networks = [""192.168."", ""10.0."", ""172.16.""]
    internal_ip = any(ip_address.startswith(network) for network in internal_networks)
    session_valid = session_age <= 480
    
    <sensitivity placeholder>
    if sensitivity_score < <th placeholder>:
        return action in user_perms
    else:
        base_permission = action in user_perms
        
        if action in [""delete"", ""admin"", ""super""]:
            security_requirements = [
                internal_ip or mfa_enabled,
                session_valid,
                mfa_enabled or session_age <= 240
            ]
            security_passed = sum(security_requirements) >= 2
            return base_permission and security_passed
        else:
            return base_permission and session_valid","pub fn check_multi_permission(
    user_id: i32,
    action: &str,
    resource: &str,
    ip_address: &str,
    session_age: i32,
    mfa_enabled: bool,
) -> bool {
    let user_privileges: HashMap<i32, Vec<&str>> = [
        (1, vec![""read"", ""write""]),
        (2, vec![""read"", ""write"", ""delete""]),
        (3, vec![""read"", ""write"", ""delete"", ""admin""]),
        (4, vec![""read"", ""write"", ""delete"", ""admin"", ""super""]),
    ].iter().cloned().collect();

    let user_perms_vec;
    let user_perms = if let Some(perms) = user_privileges.get(&user_id) {
        perms
    } else {
        user_perms_vec = vec![""read""];
        &user_perms_vec
    };
    let internal_networks = [""192.168."", ""10.0."", ""172.16.""];
    let internal_ip = internal_networks.iter().any(|&net| ip_address.starts_with(net));
    let session_valid = session_age <= 480;

    <sensitivity placeholder>
    if sensitivity_score < <th placeholder> {
        user_perms.contains(&action)
    } else {
        let base_permission = user_perms.contains(&action);

        if [""delete"", ""admin"", ""super""].contains(&action) {
            let security_requirements = [
                internal_ip || mfa_enabled,
                session_valid,
                mfa_enabled || session_age <= 240,
            ];
            let security_passed = sum_bools(&security_requirements) >= 2;
            base_permission && security_passed
        } else {
            base_permission && session_valid
        }
    }
}",check_multi_permission,"    let r13 = targets::check_multi_permission(2, ""delete"", ""database"", ""203.0.113.100"", 500, false);"
17,"def classify_customer_segment(purchase_amount, frequency, loyalty_years, product_categories, support_tickets, referrals):
    avg_purchase = purchase_amount / frequency if frequency > 0 else 0
    category_diversity = len(set(product_categories)) if product_categories else 0
    support_ratio = support_tickets / frequency if frequency > 0 else 0
    referral_score = min(referrals * 2, 10)
    loyalty_multiplier = 1 + (loyalty_years * 0.1)
    
    <sensitivity placeholder>
    if sensitivity_score < <th placeholder>:
        if purchase_amount > 5000:
            segment = ""premium""
        elif purchase_amount > 2000:
            segment = ""standard""
        else:
            segment = ""basic""
    else:
        score = 0
        
        if avg_purchase > 500: score += 20
        elif avg_purchase > 200: score += 15
        elif avg_purchase > 100: score += 10
        else: score += 5
        
        if frequency > 10: score += 20
        elif frequency > 5: score += 15
        elif frequency > 2: score += 10
        else: score += 5
        
        score += category_diversity * 2
        score += referral_score
        score -= support_ratio * 5
        
        final_score = score * loyalty_multiplier
        
        if final_score > 80:
            segment = ""premium""
        elif final_score > 50:
            segment = ""standard""
        else:
            segment = ""basic""
    
    return segment","pub fn classify_customer_segment(
    purchase_amount: f64,
    frequency: i32,
    loyalty_years: i32,
    product_categories: &[&str],
    support_tickets: i32,
    referrals: i32,
) -> &'static str {
    let avg_purchase = if frequency > 0 {
        purchase_amount / frequency as f64
    } else {
        0.0
    };
    let category_diversity = product_categories.iter().collect::<std::collections::HashSet<_>>().len();
    let support_ratio = if frequency > 0 {
        support_tickets as f64 / frequency as f64
    } else {
        0.0
    };
    let referral_score = (referrals * 2).min(10);
    let loyalty_multiplier = 1.0 + (loyalty_years as f64 * 0.1);

    <sensitivity placeholder>
    let segment;
    if sensitivity_score < <th placeholder> {
        if purchase_amount > 5000.0 {
            segment = ""premium"";
        } else if purchase_amount > 2000.0 {
            segment = ""standard"";
        } else {
            segment = ""basic"";
        }
    } else {
        let mut score = 0.0;
        if avg_purchase > 500.0 {
            score += 20.0;
        } else if avg_purchase > 200.0 {
            score += 15.0;
        } else if avg_purchase > 100.0 {
            score += 10.0;
        } else {
            score += 5.0;
        }
        if frequency > 10 {
            score += 20.0;
        } else if frequency > 5 {
            score += 15.0;
        } else if frequency > 2 {
            score += 10.0;
        } else {
            score += 5.0;
        }
        score += category_diversity as f64 * 2.0;
        score += referral_score as f64;
        score -= support_ratio * 5.0;
        let final_score = score * loyalty_multiplier;
        if final_score > 80.0 {
            segment = ""premium"";
        } else if final_score > 50.0 {
            segment = ""standard"";
        } else {
            segment = ""basic"";
        }
    }
    segment
}",classify_customer_segment,"    let categories = [""electronics"", ""books"", ""clothing""];
    let r14 = targets::classify_customer_segment(3000.0, 8, 2, &categories, 2, 1);"
18,"def calculate_progressive_tax(income, filing_status, deductions, dependents, state):
    brackets = [
        (0, 10000, 0.10),
        (10000, 40000, 0.15),
        (40000, 85000, 0.22),
        (85000, float('inf'), 0.28)
    ]
    
    standard_deduction = 12000 if filing_status == ""single"" else 24000
    taxable_income = max(0, income - deductions - standard_deduction)
    
    total_tax = 0
    for i, (lower, upper, rate) in enumerate(brackets):
        if taxable_income > lower:
            bracket_income = min(taxable_income, upper) - lower
            total_tax += bracket_income * rate
    
    <sensitivity placeholder>
    if sensitivity_score < <th placeholder>:
        final_tax = total_tax
    else:
        dependent_credit = dependents * 2000
        state_multiplier = 1.1 if state in [""CA"", ""NY"", ""NJ""] else 1.0
        final_tax = (total_tax - dependent_credit) * state_multiplier
    
    return max(0, int(final_tax))","pub fn calculate_progressive_tax(
    income: i32,
    filing_status: &str,
    deductions: i32,
    dependents: i32,
    state: &str,
) -> i32 {
    let brackets = [
        (0.0, 10_000.0, 0.10),
        (10_000.0, 40_000.0, 0.15),
        (40_000.0, 85_000.0, 0.22),
        (85_000.0, f64::INFINITY, 0.28),
    ];
    let standard_deduction = if filing_status == ""single"" { 12_000 } else { 24_000 };
    let taxable_income = (income - deductions - standard_deduction).max(0) as f64;
    let mut total_tax = 0.0;
    for &(lower, upper, rate) in &brackets {
        if taxable_income > lower {
            let bracket_income = taxable_income.min(upper) - lower;
            total_tax += bracket_income * rate;
        }
    }
    <sensitivity placeholder>
    let final_tax = if sensitivity_score < <th placeholder> {
        total_tax
    } else {
        let dependent_credit = dependents as f64 * 2000.0;
        let state_multiplier = if [""CA"", ""NY"", ""NJ""].contains(&state) { 1.1 } else { 1.0 };
        (total_tax - dependent_credit) * state_multiplier
    };
    (final_tax.max(0.0)) as i32
}",calculate_progressive_tax,"    let r15 = targets::calculate_progressive_tax(50000, ""single"", 5000, 1, ""TX"");"
21,"def assess_software_quality(code_coverage, bug_density, performance_metrics, security_score, maintainability_index):
    avg_response_time = sum(performance_metrics) / len(performance_metrics) if performance_metrics else 0
    max_response_time = max(performance_metrics) if performance_metrics else 0
    performance_consistency = max_response_time - avg_response_time
    
    coverage_excellent = code_coverage >= 90
    coverage_good = code_coverage >= 75
    bugs_low = bug_density <= 0.1
    bugs_acceptable = bug_density <= 0.5
    performance_excellent = avg_response_time <= 100 and performance_consistency <= 50
    performance_good = avg_response_time <= 200 and performance_consistency <= 100
    security_strong = security_score >= 85
    security_adequate = security_score >= 70
    maintainable = maintainability_index >= 70
    
    <sensitivity placeholder>
    if sensitivity_score < <th placeholder>:
        quality_score = sum([coverage_good, bugs_acceptable, performance_good, security_adequate])
        return ""excellent"" if quality_score >= 3 else ""good"" if quality_score >= 2 else ""poor""
    else:
        excellence_score = sum([coverage_excellent, bugs_low, performance_excellent, security_strong, maintainable])
        good_score = sum([coverage_good, bugs_acceptable, performance_good, security_adequate, maintainable])
        
        if excellence_score >= 4:
            return ""excellent""
        elif good_score >= 4:
            return ""good""
        else:
            return ""poor""","pub fn assess_software_quality(
    code_coverage: f64,
    bug_density: f64,
    performance_metrics: &[f64],
    security_score: i32,
    maintainability_index: i32,
) -> &'static str {
    let avg_response_time = if !performance_metrics.is_empty() {
        performance_metrics.iter().sum::<f64>() / performance_metrics.len() as f64
    } else {
        0.0
    };
    let max_response_time = if !performance_metrics.is_empty() {
        *performance_metrics.iter().max_by(|a, b| a.partial_cmp(b).unwrap()).unwrap()
    } else {
        0.0
    };
    let performance_consistency = max_response_time - avg_response_time;

    let coverage_excellent = code_coverage >= 90.0;
    let coverage_good = code_coverage >= 75.0;
    let bugs_low = bug_density <= 0.1;
    let bugs_acceptable = bug_density <= 0.5;
    let performance_excellent = avg_response_time <= 100.0 && performance_consistency <= 50.0;
    let performance_good = avg_response_time <= 200.0 && performance_consistency <= 100.0;
    let security_strong = security_score >= 85;
    let security_adequate = security_score >= 70;
    let maintainable = maintainability_index >= 70;

    <sensitivity placeholder>
    if sensitivity_score < <th placeholder> {
        let quality_score = sum_bools(&[coverage_good, bugs_acceptable, performance_good, security_adequate]);
        if quality_score >= 3 {
            ""excellent""
        } else if quality_score >= 2 {
            ""good""
        } else {
            ""poor""
        }
    } else {
        let excellence_score = sum_bools(&[coverage_excellent, bugs_low, performance_excellent, security_strong, maintainable]);
        let good_score = sum_bools(&[coverage_good, bugs_acceptable, performance_good, security_adequate, maintainable]);
        if excellence_score >= 4 {
            ""excellent""
        } else if good_score >= 4 {
            ""good""
        } else {
            ""poor""
        }
    }
}",assess_software_quality,"    let performance_metrics = [120.0, 110.0, 130.0, 115.0];
    let r16 = targets::assess_software_quality(82.0, 0.3, &performance_metrics, 78, 75);"
22,"def validate_security_token(token, issuer, audience, expiry_timestamp, scopes, current_time):
    trusted_issuers = [""auth-service"", ""identity-provider"", ""sso-gateway""]
    valid_issuer = issuer in trusted_issuers
    not_expired = current_time < expiry_timestamp
    expected_audiences = [""api-server"", ""web-app"", ""mobile-app""]
    valid_audience = audience in expected_audiences
    required_scopes = [""read"", ""write""]
    has_required_scopes = all(scope in scopes for scope in required_scopes)
    token_lifetime = expiry_timestamp - current_time
    reasonable_lifetime = token_lifetime <= 86400
    
    <sensitivity placeholder>
    if sensitivity_score < <th placeholder>:
        return valid_issuer and not_expired and valid_audience
    else:
        secure_lifetime = token_lifetime <= 3600
        comprehensive_valid = (valid_issuer and not_expired and valid_audience and 
                             has_required_scopes and reasonable_lifetime)
        
        if ""admin"" in scopes or ""delete"" in scopes:
            return comprehensive_valid and secure_lifetime
        else:
            return comprehensive_valid","pub fn validate_security_token(
    token: &str,
    issuer: &str,
    audience: &str,
    expiry_timestamp: i64,
    scopes: &[&str],
    current_time: i64,
) -> bool {
    let trusted_issuers = [""auth-service"", ""identity-provider"", ""sso-gateway""];
    let valid_issuer = trusted_issuers.contains(&issuer);
    let not_expired = current_time < expiry_timestamp;
    let expected_audiences = [""api-server"", ""web-app"", ""mobile-app""];
    let valid_audience = expected_audiences.contains(&audience);
    let required_scopes = [""read"", ""write""];
    let has_required_scopes = required_scopes.iter().all(|scope| scopes.contains(scope));
    let token_lifetime = expiry_timestamp - current_time;
    let reasonable_lifetime = token_lifetime <= 86400;

    <sensitivity placeholder>
    if sensitivity_score < <th placeholder> {
        valid_issuer && not_expired && valid_audience
    } else {
        let secure_lifetime = token_lifetime <= 3600;
        let comprehensive_valid = valid_issuer && not_expired && valid_audience && has_required_scopes && reasonable_lifetime;
        if scopes.contains(&""admin"") || scopes.contains(&""delete"") {
            comprehensive_valid && secure_lifetime
        } else {
            comprehensive_valid
        }
    }
}",validate_security_token,"    let scopes = [""read"", ""write"", ""admin""];
    let r17 = targets::validate_security_token(
        ""abc123"", ""auth-service"", ""api-server"", 1640998800, &scopes, 1640991600
    );"
24,"def classify_incident_severity(affected_users, service_downtime, data_loss, security_breach, business_impact_score):
    if affected_users == 0:
        user_impact = 0
    elif affected_users <= 10:
        user_impact = 1
    elif affected_users <= 100:
        user_impact = 2
    elif affected_users <= 1000:
        user_impact = 3
    else:
        user_impact = 4
    
    if service_downtime == 0:
        downtime_impact = 0
    elif service_downtime <= 5:
        downtime_impact = 1
    elif service_downtime <= 30:
        downtime_impact = 2
    elif service_downtime <= 240:
        downtime_impact = 3
    else:
        downtime_impact = 4
    
    has_data_loss = data_loss > 0
    has_security_breach = security_breach
    high_business_impact = business_impact_score >= 8
    
    <sensitivity placeholder>
    if sensitivity_score < <th placeholder>:
        max_impact = max(user_impact, downtime_impact)
        if max_impact >= 3 or has_security_breach:
            return ""high""
        elif max_impact >= 2 or has_data_loss:
            return ""medium""
        else:
            return ""low""
    else:
        severity_score = user_impact + downtime_impact + business_impact_score
        
        if has_security_breach: severity_score += 5
        if has_data_loss: severity_score += 3
        if high_business_impact: severity_score += 2
        
        if severity_score >= 15:
            return ""critical""
        elif severity_score >= 10:
            return ""high""
        elif severity_score >= 5:
            return ""medium""
        else:
            return ""low""","pub fn classify_incident_severity(
    affected_users: i32,
    service_downtime: i32,
    data_loss: i32,
    security_breach: bool,
    business_impact_score: i32,
) -> &'static str {
    let user_impact = if affected_users == 0 {
        0
    } else if affected_users <= 10 {
        1
    } else if affected_users <= 100 {
        2
    } else if affected_users <= 1000 {
        3
    } else {
        4
    };

    let downtime_impact = if service_downtime == 0 {
        0
    } else if service_downtime <= 5 {
        1
    } else if service_downtime <= 30 {
        2
    } else if service_downtime <= 240 {
        3
    } else {
        4
    };

    let has_data_loss = data_loss > 0;
    let has_security_breach = security_breach;
    let high_business_impact = business_impact_score >= 8;

    <sensitivity placeholder>
    if sensitivity_score < <th placeholder> {
        let max_impact = user_impact.max(downtime_impact);
        if max_impact >= 3 || has_security_breach {
            ""high""
        } else if max_impact >= 2 || has_data_loss {
            ""medium""
        } else {
            ""low""
        }
    } else {
        let mut severity_score = user_impact + downtime_impact + business_impact_score;
        if has_security_breach { severity_score += 5; }
        if has_data_loss { severity_score += 3; }
        if high_business_impact { severity_score += 2; }
        if severity_score >= 15 {
            ""critical""
        } else if severity_score >= 10 {
            ""high""
        } else if severity_score >= 5 {
            ""medium""
        } else {
            ""low""
        }
    }
}",classify_incident_severity,"    let r18 = targets::classify_incident_severity(50, 10, 100, false, 4);"
25,"def calculate_dynamic_price(base_price, demand_factor, competitor_prices, inventory_level, customer_segment):
    avg_competitor_price = sum(competitor_prices) / len(competitor_prices) if competitor_prices else base_price
    price_position = base_price / avg_competitor_price if avg_competitor_price > 0 else 1.0
    demand_multiplier = 1.0 + (demand_factor - 1.0) * 0.2
    
    if inventory_level > 100:
        inventory_factor = 0.95
    elif inventory_level < 20:
        inventory_factor = 1.1
    else:
        inventory_factor = 1.0
    
    segment_multipliers = {""premium"": 1.2, ""standard"": 1.0, ""budget"": 0.85}
    segment_factor = segment_multipliers.get(customer_segment, 1.0)
    
    <sensitivity placeholder>
    if sensitivity_score < <th placeholder>:
        adjusted_price = base_price * demand_multiplier * inventory_factor
    else:
        market_adjustment = 0.95 if price_position > 1.1 else 1.05 if price_position < 0.9 else 1.0
        adjusted_price = base_price * demand_multiplier * inventory_factor * segment_factor * market_adjustment
    
    return int(adjusted_price)","pub fn calculate_dynamic_price(
    base_price: f64,
    demand_factor: f64,
    competitor_prices: &[f64],
    inventory_level: i32,
    customer_segment: &str,
) -> i32 {
    let avg_competitor_price = if !competitor_prices.is_empty() {
        competitor_prices.iter().sum::<f64>() / competitor_prices.len() as f64
    } else {
        base_price
    };
    let price_position = if avg_competitor_price > 0.0 {
        base_price / avg_competitor_price
    } else {
        1.0
    };
    let demand_multiplier = 1.0 + (demand_factor - 1.0) * 0.2;

    let inventory_factor = if inventory_level > 100 {
        0.95
    } else if inventory_level < 20 {
        1.1
    } else {
        1.0
    };
    let segment_multipliers: HashMap<&str, f64> = [
        (""premium"", 1.2),
        (""standard"", 1.0),
        (""budget"", 0.85),
    ].iter().cloned().collect();
    let segment_factor = *segment_multipliers.get(customer_segment).unwrap_or(&1.0);

    <sensitivity placeholder>
    let adjusted_price = if sensitivity_score < <th placeholder> {
        base_price * demand_multiplier * inventory_factor
    } else {
        let market_adjustment = if price_position > 1.1 {
            0.95
        } else if price_position < 0.9 {
            1.05
        } else {
            1.0
        };
        base_price * demand_multiplier * inventory_factor * segment_factor * market_adjustment
    };
    adjusted_price as i32
}",calculate_dynamic_price,"    let competitor_prices = [95.0, 105.0, 98.0];
    let r19 = targets::calculate_dynamic_price(120.0, 1.3, &competitor_prices, 15, ""premium"");"
27,"def assess_credit_application(income, credit_score, debt_ratio, employment_years, assets, loan_amount, loan_purpose):
    income_adequate = income >= 35000
    income_stable = employment_years >= 1
    
    if credit_score >= 750:
        credit_tier = ""excellent""
        base_approval_chance = 0.9
    elif credit_score >= 700:
        credit_tier = ""good""
        base_approval_chance = 0.7
    elif credit_score >= 650:
        credit_tier = ""fair""
        base_approval_chance = 0.5
    else:
        credit_tier = ""poor""
        base_approval_chance = 0.2
    
    debt_manageable = debt_ratio < 0.4
    debt_excellent = debt_ratio < 0.2
    asset_coverage_ratio = assets / loan_amount if loan_amount > 0 else 0
    strong_assets = asset_coverage_ratio >= 0.5
    low_risk_purposes = [""home"", ""education"", ""business""]
    purpose_low_risk = loan_purpose in low_risk_purposes
    
    <sensitivity placeholder>
    if sensitivity_score < <th placeholder>:
        basic_criteria = [income_adequate, income_stable, debt_manageable, credit_tier in [""excellent"", ""good"", ""fair""]]
        criteria_met = sum(basic_criteria)
        return ""approved"" if criteria_met >= 3 else ""denied""
    else:
        risk_score = 0
        
        if credit_tier == ""excellent"": risk_score += 25
        elif credit_tier == ""good"": risk_score += 20
        elif credit_tier == ""fair"": risk_score += 15
        else: risk_score += 5
        
        if income_adequate: risk_score += 15
        if employment_years >= 3: risk_score += 10
        elif employment_years >= 1: risk_score += 5
        
        if debt_excellent: risk_score += 15
        elif debt_manageable: risk_score += 10
        
        if strong_assets: risk_score += 10
        if purpose_low_risk: risk_score += 5
        
        if loan_amount > income * 5: risk_score -= 10
        if debt_ratio > 0.5: risk_score -= 15
        
        return ""approved"" if risk_score >= 60 else ""denied""","pub fn assess_credit_application(
    income: f64,
    credit_score: i32,
    debt_ratio: f64,
    employment_years: i32,
    assets: f64,
    loan_amount: f64,
    loan_purpose: &str,
) -> &'static str {
    let income_adequate = income >= 35000.0;
    let income_stable = employment_years >= 1;

    let (credit_tier, base_approval_chance) = if credit_score >= 750 {
        (""excellent"", 0.9)
    } else if credit_score >= 700 {
        (""good"", 0.7)
    } else if credit_score >= 650 {
        (""fair"", 0.5)
    } else {
        (""poor"", 0.2)
    };

    let debt_manageable = debt_ratio < 0.4;
    let debt_excellent = debt_ratio < 0.2;
    let asset_coverage_ratio = if loan_amount > 0.0 {
        assets / loan_amount
    } else {
        0.0
    };
    let strong_assets = asset_coverage_ratio >= 0.5;
    let low_risk_purposes = [""home"", ""education"", ""business""];
    let purpose_low_risk = low_risk_purposes.contains(&loan_purpose);

    <sensitivity placeholder>
    if sensitivity_score < <th placeholder> {
        let basic_criteria = [
            income_adequate,
            income_stable,
            debt_manageable,
            [""excellent"", ""good"", ""fair""].contains(&credit_tier),
        ];
        let criteria_met = sum_bools(&basic_criteria);
        if criteria_met >= 3 {
            ""approved""
        } else {
            ""denied""
        }
    } else {
        let mut risk_score = 0;
        if credit_tier == ""excellent"" {
            risk_score += 25;
        } else if credit_tier == ""good"" {
            risk_score += 20;
        } else if credit_tier == ""fair"" {
            risk_score += 15;
        } else {
            risk_score += 5;
        }

        if income_adequate {
            risk_score += 15;
        }
        if employment_years >= 3 {
            risk_score += 10;
        } else if employment_years >= 1 {
            risk_score += 5;
        }

        if debt_excellent {
            risk_score += 15;
        } else if debt_manageable {
            risk_score += 10;
        }

        if strong_assets {
            risk_score += 10;
        }
        if purpose_low_risk {
            risk_score += 5;
        }
        if loan_amount > income * 5.0 {
            risk_score -= 10;
        }
        if debt_ratio > 0.5 {
            risk_score -= 15;
        }

        if risk_score >= 60 {
            ""approved""
        } else {
            ""denied""
        }
    }
}",assess_credit_application,"    let r20 = targets::assess_credit_application(55000.0, 720, 0.55, 4, 25000.0, 80000.0, ""home"");"
